0	47,26683	-9,727228
1	44,76837	-18,75665
2	42,35029	-27,28008
3	39,95451	-35,25989
4	37,55638	-42,64911
5	35,15542	-49,40876
6	32,76605	-55,51698
7	30,40997	-60,97204
9	28,11068	-65,791
10	25,88999	-70,00625
11	23,7661	-73,66115
12	21,75271	-76,80575
13	19,85902	-79,49308
14	18,09011	-81,77625
15	16,44749	-83,70631
16	14,92982	-85,33087
17	13,5336	-86,69331
18	12,25376	-87,83231
19	11,08415	-88,78198
20	10,01801	-89,57197
21	9,048252	-90,22788
22	8,167728	-90,7716
23	7,369413	-91,22167
24	6,64652	-91,59379
25	5,992587	-91,90115
26	5,401538	-92,15477
27	4,867701	-92,36395
28	4,385813	-92,53626
29	3,95103	-92,67818
30	3,558901	-92,79501
31	3,205359	-92,89111
32	2,886691	-92,97016
33	2,599521	-93,03515
34	2,340783	-93,08858
35	2,107697	-93,13247
36	1,897747	-93,16852
37	1,708655	-93,19811
38	1,538363	-93,22243
39	1,385012	-93,24239
40	1,246926	-93,25875
41	1,12259	-93,27219
42	1,010641	-93,28321
43	0,9098456	-93,29226
44	0,8190964	-93,29967
45	0,737394	-93,30576
46	0,6638373	-93,31073
47	0,5976155	-93,31482
48	0,5379977	-93,31815
49	0,4843258	-93,32093
50	0,4360074	-93,32316
51	0,3925084	-93,325
52	0,3533487	-93,32653
53	0,3180954	-93,32771
54	0,286359	-93,32876
55	0,2577887	-93,32952
56	0,2320687	-93,33028
57	0,2089146	-93,33076
58	0,1880707	-93,33115
59	0,1693063	-93,33153
60	0,152414	-93,33191
61	0,1372071	-93,33229
62	0,1235174	-93,33238
63	0,1111936	-93,33239
64	0,1000994	-93,3324
65	0,09011205	-93,3324
66	0,08112121	-93,33241
67	0,07302744	-93,33241
68	0,0657412	-93,33241
