0	43,06639	-9,313985
1	37,69441	-17,34579
2	33,13609	-24,45552
3	29,0889	-30,66645
4	25,41832	-35,97272
5	22,07819	-40,39481
6	19,05915	-43,99349
7	16,35988	-46,86113
9	13,97442	-49,10588
10	11,88867	-50,83745
11	10,08152	-52,15731
12	8,527357	-53,15375
13	7,198625	-53,90026
14	6,067823	-54,45609
15	5,108852	-54,8679
16	4,297772	-55,17178
17	3,613158	-55,39528
18	3,036162	-55,5592
19	2,550413	-55,67916
20	2,141823	-55,76678
21	1,798349	-55,83066
22	1,509745	-55,87718
23	1,267327	-55,911
24	1,063754	-55,93556
25	0,8928327	-55,95338
26	0,7493444	-55,9663
27	0,6288981	-55,97566
28	0,5278003	-55,98243
29	0,4429477	-55,98732
30	0,3717322	-55,99086
31	0,3119641	-55,99342
32	0,261804	-55,99525
33	0,2197082	-55,99658
34	0,1843805	-55,99754
35	0,1547329	-55,99822
36	0,1298522	-55,99871
37	0,1089723	-55,9991
38	0,09144967	-55,99931
39	0,07674461	-55,9995
40	0,06440412	-55,99969
41	0,05404793	-55,99972
42	0,04535701	-55,99972
43	0,03806359	-55,99973
44	0,03194297	-55,99973
45	0,02680655	-55,99973
46	0,02249606	-55,99973
47	0,01887869	-55,99973
48	0,015843	-55,99973
49	0,01329545	-55,99973
50	0,01115755	-55,99973
51	0,009363415	-55,99973
52	0,007857781	-55,99973
53	0,006594251	-55,99973
54	0,005533896	-55,99973
55	0,004644047	-55,99973
56	0,003897286	-55,99973
57	0,003270603	-55,99973
58	0,00274469	-55,99973
59	0,002303344	-55,99973
60	0,001932965	-55,99973
61	0,001622144	-55,99973
62	0,001361304	-55,99973
63	0,001142407	-55,99973
64	0,0009587076	-55,99973
65	0,0008045475	-55,99973
66	0,0006751763	-55,99973
67	0,0005666079	-55,99973
68	0,0004754975	-55,99973
