0	-2,569592	-9,281849
1	-2,44617	-8,785835
2	-2,400512	-8,264812
3	-2,395151	-7,698027
4	-2,400957	-7,085997
5	-2,398496	-6,442435
6	-2,376963	-5,786824
7	-2,332114	-5,139138
9	-2,26415	-4,516708
10	-2,175933	-3,932774
11	-2,071656	-3,396149
12	-1,955904	-2,911602
13	-1,833069	-2,480553
14	-1,707024	-2,101901
15	-1,580972	-1,772787
16	-1,457425	-1,489272
17	-1,338248	-1,246858
18	-1,224743	-1,040895
19	-1,117747	-0,8668243
20	-1,017722	-0,7203667
21	-0,9248463	-0,5975975
22	-0,8390859	-0,4950005
23	-0,7602533	-0,4094872
24	-0,6880569	-0,3383759
25	-0,6221392	-0,2793427
26	-0,5621044	-0,2304245
27	-0,5075403	-0,1899292
28	-0,4580316	-0,1564613
29	-0,4131727	-0,1288223
30	-0,3725736	-0,1060127
31	-0,3358642	-0,08721161
32	-0,3026981	-0,07171173
33	-0,272752	-0,05895004
34	-0,2457277	-0,04843979
35	-0,2213508	-0,03979187
36	-0,1993697	-0,03268356
37	-0,1795546	-0,02683945
38	-0,1616967	-0,0220314
39	-0,1456056	-0,0180809
40	-0,1311091	-0,01483994
41	-0,1180508	-0,01217422
42	-0,1062894	-0,009986115
43	-0,09569703	-0,008189392
44	-0,08615819	-0,006716156
45	-0,07756869	-0,005504608
46	-0,06983437	-0,004515076
47	-0,06287043	-0,003701782
48	-0,05660031	-0,003037262
49	-0,05095511	-0,002482605
50	-0,04587259	-0,002037048
51	-0,04129678	-0,001667023
52	-0,03717723	-0,001364136
53	-0,03346847	-0,00112915
54	-0,03012963	-0,0009178162
55	-0,02712377	-0,0007652283
56	-0,02441776	-0,0006126404
57	-0,02198165	-0,0005157471
58	-0,01978855	-0,0004394531
59	-0,01781425	-0,0003639221
60	-0,01603692	-0,0002883911
61	-0,01443692	-0,0002098083
62	-0,0129965	-0,0001907349
63	-0,01169979	-0,0001899719
64	-0,01053245	-0,0001907349
65	-0,009481587	-0,0001907349
66	-0,008535571	-0,0001899719
67	-0,007683945	-0,000189209
68	-0,006917285	-0,0001907349
